	id	name	url_key	url_path	type	short_description	price	list_price	discount	discount_rate	rating_average	review_count	order_count	thumbnail_url	productset_group_name	categories
0	68502459	Thùng Mì Hảo Hảo Hương Vị Tôm Chua Cay (30 Gói/ Thùng)	thung-mi-hao-hao-huong-vi-tom-chua-cay-30-goi-thung-p68502459	thung-mi-hao-hao-huong-vi-tom-chua-cay-30-goi-thung-p68502459.html?spid=72670968	simple	Mì tôm chua cay là hương vị mì ăn liền yêu thích và quen thuộc đối với người Việt. Tuy vậy, ít ai biết rằng Hảo Hảo là thương hiệu đầu tiên giới thiệu hương vị này tại thị trường...	105000	200000	95000	48	5.0	244	0	https://salt.tikicdn.com/cache/280x280/ts/product/d2/3e/b7/2e48945a8c46643cbb8a2afe8a299cdd.jpg	Bách Hóa Online	"{""id"": 4384, ""name"": ""Bách Hóa Online"", ""is_leaf"": false}"
1	49070804	Cơm Cháy TeTeFood Hương Vị Miền Núi Tây Nguyên 500 gram	com-chay-tetefood-huong-vi-mien-nui-tay-nguyen-500-gram-p49070804	com-chay-tetefood-huong-vi-mien-nui-tay-nguyen-500-gram-p49070804.html?spid=49070805	simple	"









 "	42000	99000	57000	58	4.5	977	0	https://salt.tikicdn.com/cache/280x280/ts/product/05/b8/b8/3a3aa0719dee9a91a32872e2c37725d5.jpg	Bách Hóa Online	"{""id"": 4384, ""name"": ""Bách Hóa Online"", ""is_leaf"": false}"
2	45803948	Gạo Thơm ST25 Túi 5Kg - Đạt Giải Gạo Ngon Nhất Thế Giới Năm 2019 tại Manila -  Đặc Sản Sóc Trăng	gao-thom-st25-tui-5kg-dat-giai-gao-ngon-nhat-the-gioi-nam-2019-tai-manila-dac-san-soc-trang-p45803948	gao-thom-st25-tui-5kg-dat-giai-gao-ngon-nhat-the-gioi-nam-2019-tai-manila-dac-san-soc-trang-p45803948.html?spid=45803949	simple	"


Khối lượng tịnh: 5kg
 Xuất sứ: Sóc Trăng, Việt Nam
Ngày sản xuất: Xem trên bao bì


Hạn sử dụng: 6 tháng
 Đóng gói: Túi 5Kg
Thương hiệu: Gạo ST


Thành phần: Gạo thơm ST25
 Sản xuất: DNTN Hồ Quang..."	195000	195000	0	0	4.7	664	0	https://salt.tikicdn.com/cache/280x280/ts/product/99/e2/4f/b390454fd84a6efb5d12e4d9dbb294ab.jpg	Bách Hóa Online	"{""id"": 4384, ""name"": ""Bách Hóa Online"", ""is_leaf"": false}"
3	22597852	1kg Khô gà lá chanh thượng hạng hiệu TETE	combo-2-kho-ga-la-chanh-cay-cay-gion-ngon-tete-500g-hop-p22597852	combo-2-kho-ga-la-chanh-cay-cay-gion-ngon-tete-500g-hop-p22597852.html?spid=22597853	simple	"


"	109000	250000	141000	56	4.5	1231	0	https://salt.tikicdn.com/cache/280x280/ts/product/fa/ae/c0/2197637fd5812da4ce62ec4beea1b4ce.jpg	Bách Hóa Online	"{""id"": 4384, ""name"": ""Bách Hóa Online"", ""is_leaf"": false}"
4	21912521	Cơm Cháy Lắc Khô Gà Lá Chanh TeTe 500 gram	com-chay-lac-kho-ga-la-chanh-tete-500-gram-p21912521	com-chay-lac-kho-ga-la-chanh-tete-500-gram-p21912521.html?spid=21912522	simple	"



 






"	48000	150000	102000	68	4.5	1343	0	https://salt.tikicdn.com/cache/280x280/ts/product/f4/d7/00/b874eb081e5b340bc86ded80bf1029cf.jpg	Bách Hóa Online	"{""id"": 4384, ""name"": ""Bách Hóa Online"", ""is_leaf"": false}"
5	56834655	1kg Bột Baking Soda Đa Công Dụng Arm & Hammer TETE	bot-baking-soda-da-cong-dung-arm-hammer-tete-1kg-p56834655	bot-baking-soda-da-cong-dung-arm-hammer-tete-1kg-p56834655.html?spid=56834656	simple	"








Giúp trị mụn, tẩy tế bào chết, dưỡng daGiúp dưỡng tóc, làm trắng răng hiệu quảMuối nổi trong làm bánh, tạo độ xốp mềm cho bánh
 
 
 "	42000	150000	108000	72	4.7	426	0	https://salt.tikicdn.com/cache/280x280/ts/product/31/5c/c1/01e27742a139f0a1a3e7ce4a4164bc77.jpg	Bách Hóa Online	"{""id"": 11340, ""name"": ""Các loại bột"", ""is_leaf"": true}"
6	67374514	Hạt Chia Seeds Tím Absotute Organic Úc túi 1kg	hat-chia-seeds-tim-absotute-organic-uc-tui-1kg-p67374514	hat-chia-seeds-tim-absotute-organic-uc-tui-1kg-p67374514.html?spid=67374515	simple	"Sản phẩm Hạt Chia Úc là một loại hạt vô cùng đặc biệt có nguồn gốc xuất sứ từ Trung và Nam Mỹ, Khởi đầu được người Aztec và người Maya sử dụng từ những năm 3.500 trước Công nguyên.
Cùng với điều kiện..."	110000	150000	40000	27	4.7	492	0	https://salt.tikicdn.com/cache/280x280/ts/product/91/d1/7e/5402b35969f8ad5460a953d3e05c7450.jpg	Bách Hóa Online	"{""id"": 6548, ""name"": ""Hạt, củ, quả khô"", ""is_leaf"": true}"
7	55065594	1Kg Cơm Cháy Lắc Khô Gà Giòn Ngon Chất Lượng	1kg-cha-bong-ga-cay-hie-u-tan-lo-c-pha-t-p55065594	1kg-cha-bong-ga-cay-hie-u-tan-lo-c-pha-t-p55065594.html?spid=55065595	simple	"
Xuất xứ: : Việt Nam.
Hạn sử dụng: 1 năm kể từ ngày sản xuất.
Quy cách đóng gói: Hũ 500G. Combo gồm 2 hũ 1kg.





Hũ có nắp đậy kín, màng bọc chắn gió, hợp vệ sinh an toàn. Trên nắp hũ có ngày sản..."	85000	150000	65000	43	4.6	217	0	https://salt.tikicdn.com/cache/280x280/ts/product/eb/98/f6/d8af4db16afe75650736009aebef4558.jpg	Bách Hóa Online	"{""id"": 4384, ""name"": ""Bách Hóa Online"", ""is_leaf"": false}"
8	534726	Thùng 24 Gói Miến Gói Phú Hương Hương Vị Sườn Heo Acecook	thung-24-goi-mien-goi-phu-huong-huong-vi-suon-heo-acecook-p534726	thung-24-goi-mien-goi-phu-huong-huong-vi-suon-heo-acecook-p534726.html	simple	Thùng 24 Gói Miến Gói Phú Hương Hương Vị Sườn Heo Acecook sẽ là lựa chọn hàng đầu dành cho các bà nội trợ khi không có nhiều thời gian dành cho việc nấu nướng. Miến được làm từ những thành phần...	214100	242000	27900	12	4.8	53	0	https://salt.tikicdn.com/cache/280x280/ts/product/2a/c7/12/583c326b38c05b30ae6bd27553b66290.jpg	Bách Hóa Online	"{""id"": 4384, ""name"": ""Bách Hóa Online"", ""is_leaf"": false}"
9	534723	Thùng 24 Gói Miến Gói Phú Hương Hương Vị Thịt Bằm Acecook	thung-24-goi-mien-goi-phu-huong-huong-vi-thit-bam-acecook-p534723	thung-24-goi-mien-goi-phu-huong-huong-vi-thit-bam-acecook-p534723.html	simple	Thùng 24 Gói Miến Gói Phú Hương Hương Vị Thịt Bằm Acecook là một trong những sản phẩm ăn liền tiện dụng, không mất nhiều thời gian chế biến, phù hợp cho nhiều đối tượng sử dụng. Sợi miến được làm từ...	214700	242000	27300	11	5.0	26	0	https://salt.tikicdn.com/cache/280x280/media/catalog/product/8/9/8934563120337.u2409.d20161123.t093041.574355.jpg	Bách Hóa Online	"{""id"": 4420, ""name"": ""Thực phẩm ăn liền"", ""is_leaf"": true}"
10	51852381	Thùng Mì Ly Modern Hương Vị Lẩu Thái Tôm (24 Ly x 67g)	thung-mi-ly-modern-huong-vi-lau-thai-tom-24-ly-x-67g-p51852381	thung-mi-ly-modern-huong-vi-lau-thai-tom-24-ly-x-67g-p51852381.html?spid=72676854	simple	"""
  Thùng Mì Ly Modern Hương Vị Lẩu Thái Tôm&nbsp;là giải pháp nhanh chóng và tiện lợi giúp bạn giải quyết những bữa sáng vội vã hay cơn đói bất chợt ập đến vào giờ xế chiều. Mì ly được sản xuất dựa..."	157000	166000	9000	5	5.0	44	0	https://salt.tikicdn.com/cache/280x280/ts/product/a1/88/59/a0287e02cb609666fe788dad90087534.jpg	Bách Hóa Online	"{""id"": 4384, ""name"": ""Bách Hóa Online"", ""is_leaf"": false}"
11	51851515	Thùng Mì Gói Hảo Hảo Hương Vị Sườn Heo Tỏi Phi (30 Gói x 73g)	thung-mi-goi-hao-hao-huong-vi-suon-heo-toi-phi-30-goi-x-73g-p51851515	thung-mi-goi-hao-hao-huong-vi-suon-heo-toi-phi-30-goi-x-73g-p51851515.html?spid=72677510	simple	Thùng Mì Gói Hảo Hảo Hương Vị Sườn Heo Tỏi Phi&nbsp;là thực phẩm ăn liền không thể thiếu giúp bạn giải quyết tình trạng bận rộn, không có thời gian nấu nướng, chỉ với 3' chờ đợi là bạn đã có thể...	105000	115000	10000	9	4.2	9	0	https://salt.tikicdn.com/cache/280x280/ts/product/3b/1e/40/89e9d9bd06639ca0aca0e957a94915b2.jpg	Bách Hóa Online	"{""id"": 4420, ""name"": ""Thực phẩm ăn liền"", ""is_leaf"": true}"
12	52722555	Thùng 40 Gói Mì Xào Khô Indomie goreng - mix vị	thung-40-goi-mi-xao-kho-indomie-goreng-mix-4-vi-p52722555	thung-40-goi-mi-xao-kho-indomie-goreng-mix-4-vi-p52722555.html?spid=52722556	simple	"️HOT ️ HOT ️ HOT NGON SỐ 1 NHƯ MỲ XÀO KHÔ INDOMIE GORENG
Với 4 vị mì siêu ngon ăn không ngán Vị Đặc Biệt ( Goreng Fried ) 85g Vị Bò Cay ( Goreng Rasa Rendang ) 91g Vị Sườn ( Goreng Rasa Iga Penyet)..."	189000	210000	21000	10	4.5	130	0	https://salt.tikicdn.com/cache/280x280/ts/product/ce/12/0f/ca6379699cf1d3a39318a2a8ab26f15b.jpg	Bách Hóa Online	"{""id"": 4384, ""name"": ""Bách Hóa Online"", ""is_leaf"": false}"
13	533500	Thùng Mì Gói Đệ Nhất Hương Vị Thịt Bằm	thung-mi-goi-de-nhat-huong-vi-thit-bam-p533500	thung-mi-goi-de-nhat-huong-vi-thit-bam-p533500.html?spid=72680071	simple	Thùng Mì Gói Đệ Nhất Hương Vị Thịt Bằm là một trong những sản phẩm nổi bật của thương hiệu Acecook với thành phần có bổ sung tinh bột đậu xanh thanh mát hơn cho cơ thể. Từng vắt mì và các gói súp đều...	175000	201000	26000	13	4.8	26	0	https://salt.tikicdn.com/cache/280x280/ts/product/a7/f7/7b/435fc9dc4e9125c200bba11445d1d294.jpg	Bách Hóa Online	"{""id"": 4420, ""name"": ""Thực phẩm ăn liền"", ""is_leaf"": true}"
14	19787087	1kg Khô gà lá chanh thượng hạng cao cấp	1kg-kho-ga-la-chanh-thuong-hang-hieu-tan-loc-phat-p19787087	1kg-kho-ga-la-chanh-thuong-hang-hieu-tan-loc-phat-p19787087.html?spid=19787088	simple	"

Xuất xứ: Việt Nam.


HSD: 6 tháng từ ngày sản xuất.


Quy cách: Hũ 500G. Combo 1 kg gồm 2 hũ.


Khô gà xé lá chanh thơm ngon, có thể dùng trực tiếp như mồi nhậu hoặc ăn kèm với cơm, bánh mì đều rất..."	115000	250000	135000	54	4.5	1074	0	https://salt.tikicdn.com/cache/280x280/ts/product/f9/39/1d/83cf7d51fe6c54d5c218bdeeeafbf086.jpg	Bách Hóa Online	"{""id"": 4384, ""name"": ""Bách Hóa Online"", ""is_leaf"": false}"
15	461155	Thùng 30 Gói Mì Omachi Hương Vị Tôm Chua Cay 5 sao (78gr/Gói)	thung-30-goi-mi-omachi-huong-vi-tom-chua-cay-5-sao-78gr-goi-p461155	thung-30-goi-mi-omachi-huong-vi-tom-chua-cay-5-sao-78gr-goi-p461155.html?spid=89625430	simple	Thùng 30 Gói Mì Omachi Hương Vị Tôm Chua Cay 5 sao (78gr/Gói) với sợi mỳ mềm và dai đảm bảo sẽ không làm bạn thất vọng. Sự kết hợp hoàn hảo giữa vị vị chua chua, cay cay mang đến một hương vị thật sự...	204000	230000	26000	11	4.8	28	0	https://salt.tikicdn.com/cache/280x280/ts/product/99/a9/80/af878b796d39684cd5baa30437680839.jpg	Bách Hóa Online	"{""id"": 4420, ""name"": ""Thực phẩm ăn liền"", ""is_leaf"": true}"
16	53406530	Thùng 6 hộp  Miến Chua Cay Trùng Khánh - chính hãng JUNJIE	thung-6-hop-mien-chua-cay-trung-khanh-108-gram-hop-chinh-hang-junjie-p53406530	thung-6-hop-mien-chua-cay-trung-khanh-108-gram-hop-chinh-hang-junjie-p53406530.html?spid=53406531	simple	"Miến chua cay Trùng KhánhAi đã chán mì ăn liền, bún phở rồi thì hãy thử miếng chua cay này đi nha . Món ăn đã và đang làm mưa làm gió ở các nước châu Á nay đã có mặt tại Việt Nam.
Sợi miến vừa dai..."	88000	140000	52000	37	4.1	239	0	https://salt.tikicdn.com/cache/280x280/ts/product/67/b2/9a/4bdd8e3006926c546469d99703d7f643.jpg	Bách Hóa Online	"{""id"": 4384, ""name"": ""Bách Hóa Online"", ""is_leaf"": false}"
17	88914839	[COMBO 2 HŨ] Rong Biển Cháy Tỏi Thơm Ngon - Mỗi Hũ 100G	combo-2-hu-rong-bien-chay-toi-thom-ngon-moi-hu-100g-p88914839	combo-2-hu-rong-bien-chay-toi-thom-ngon-moi-hu-100g-p88914839.html?spid=88914841	simple	"Xuất xứ : Việt Nam. Ngày sản xuất: In trên bao bì
Trọng lượng: In trên bao bì
Sản phẩm có giấy chứng nhận an toàn vệ sinh thực phẩm.
Hướng dẫn sử dụng: Dùng trực tiếp, không cần..."	57000	104000	47000	45	4.7	38	0	https://salt.tikicdn.com/cache/280x280/ts/product/23/85/a3/30a43d4755bbb4a652e797787ed2dbb3.jpg	Bách Hóa Online	"{""id"": 4420, ""name"": ""Thực phẩm ăn liền"", ""is_leaf"": true}"
18	90403404	RONG SALAD TƯƠI SẤY LẠNH	rong-salad-tuoi-say-lanh-p90403404	rong-salad-tuoi-say-lanh-p90403404.html?spid=90403405	simple	Rong xà lách, hay còn gọi là rong Ulva, Sea Lettuce sở dĩ được gọi tên như vậy là vì hình dáng rong giống lá xà lách. Chỉ lựa chọn rong ở vùng nước sạch, cách xa khu dân cư và khu đô thị, ba vùng...	100000	100000	0	0	5.0	43	0	https://salt.tikicdn.com/cache/280x280/ts/product/81/43/94/77a9cfb48854d8ce108af6d4acc65d56.jpg	Bách Hóa Online	"{""id"": 8294, ""name"": ""Thực phẩm khô khác"", ""is_leaf"": true}"
19	71952392	(1KG) Hạt Điều Rang Muối Sạch Vỏ Chất Lượng Hiệu SK FOOD	1kg-hat-dieu-rang-muoi-sach-vo-chat-luong-hieu-sk-food-p71952392	1kg-hat-dieu-rang-muoi-sach-vo-chat-luong-hieu-sk-food-p71952392.html?spid=71952393	simple	"
 
Xuất xứ: Việt Nam
Hạn sử dụng: In trên bao bì
Trọng lượng: 500G. COMBO GỒM 1KG 2HŨ
Sản phẩm có giấy chứng nhận antoàn vệ sinh thực phẩm.
Hướng dẫn sử dụng: Dùng trực tiếp..."	129000	250000	121000	48	4.5	71	0	https://salt.tikicdn.com/cache/280x280/ts/product/a1/34/2b/22084ced0d41f52924f0ea5f93f3dcc1.jpg	Bách Hóa Online	"{""id"": 4384, ""name"": ""Bách Hóa Online"", ""is_leaf"": false}"
20	74530661	Mì 3 miền gold tôm chua cay đặc biệt 75g x 30 gói	mi-3-mien-gold-tom-chua-cay-dac-biet-75g-x-30-goi-p74530661	mi-3-mien-gold-tom-chua-cay-dac-biet-75g-x-30-goi-p74530661.html?spid=74530662	simple	"Hương vị:- Gold tôm ua cay đặc biệt nước cốt
Bằng niềm đam mê và sự am hiểu về ẩm thực Việt, chúng tôi tạo ra mì 3 Miền Gold với sợi mì dai mướt, nước súp đậm đà, bí quyết từ gói nước cốt từ thịt và..."	100000	140000	40000	29	4.8	62	0	https://salt.tikicdn.com/cache/280x280/ts/product/94/2b/9f/d1e94e80f748b2ec69a85da1b9cef257.jpg	Bách Hóa Online	"{""id"": 4420, ""name"": ""Thực phẩm ăn liền"", ""is_leaf"": true}"
21	73465958	Mì hảo hảo chay rau nấm thùng 30 gói 65g	mi-hao-hao-chay-rau-nam-thung-30-goi-65g-p73465958	mi-hao-hao-chay-rau-nam-thung-30-goi-65g-p73465958.html?spid=73465959	simple	Nhắc đến thương hiệu ACECOOK Việt Nam, chúng ta không thể không nhắc đến mì Hảo Hảo. Mì Hảo Hảo đã đồng hành cùng với người tiêu dùng trên khắp Việt Nam hàng chục năm qua. Có lẽ không ai là không...	105000	200000	95000	48	4.7	9	0	https://salt.tikicdn.com/cache/280x280/ts/product/ba/79/e2/b4f2133711551204e6b1458a1384b1d5.jpg	Bách Hóa Online	"{""id"": 4420, ""name"": ""Thực phẩm ăn liền"", ""is_leaf"": true}"
22	73464211	Thùng mì 3 miền tôm chua cay gói 65g	thung-mi-3-mien-tom-chua-cay-goi-65g-p73464211	thung-mi-3-mien-tom-chua-cay-goi-65g-p73464211.html?spid=73464212	simple	"Thương hiệuUniben
Vị tôm chua cay hấp dẫnSợi mì mềm, dai sau khi nấuĐóng thùng 30 gói tiết kiệmCông nghệ sản xuất hiện đạiCung cấp năng lượng chọn cơ thểSản xuất tại Việt Nam3 Miền là thương hiệu của..."	65000	110000	45000	41	5.0	22	0	https://salt.tikicdn.com/cache/280x280/ts/product/a4/d5/da/4b5ba2f8e0af7568c0d2fefb91426661.jpg	Bách Hóa Online	"{""id"": 4420, ""name"": ""Thực phẩm ăn liền"", ""is_leaf"": true}"
23	21257333	Khô Gà Lá Chanh Cay TeTe 500gram	kho-ga-la-chanh-cay-cay-gion-ngon-tete-500gram-p21257333	kho-ga-la-chanh-cay-cay-gion-ngon-tete-500gram-p21257333.html?spid=21257334	simple	"







"	60000	199000	139000	70	4.3	685	0	https://salt.tikicdn.com/cache/280x280/ts/product/4a/ec/d7/f2fe193892e5a53df9dcf746118ca156.jpg	Bách Hóa Online	"{""id"": 4384, ""name"": ""Bách Hóa Online"", ""is_leaf"": false}"
24	80938188	Mì hảo hảo gà vàng thùng 30 gói 65g	mi-hao-hao-ga-vang-thung-30-goi-65g-p80938188	mi-hao-hao-ga-vang-thung-30-goi-65g-p80938188.html?spid=80938189	simple	"Nhắc đến thương hiệu ACECOOK Việt Nam, chúng ta không thể không nhắc đến mì Hảo Hảo.
Mì Hảo Hảo đã đồng hành cùng với người tiêu dùng trên khắp Việt Nam hàng chục năm qua. Có lẽ không ai là không..."	105000	121000	16000	13	4.5	2	0	https://salt.tikicdn.com/cache/280x280/ts/product/62/b0/5d/fc7c28be824951e9d20e4f850e2814a4.jpg	Bách Hóa Online	"{""id"": 4420, ""name"": ""Thực phẩm ăn liền"", ""is_leaf"": true}"
25	67333093	Yến Mạch Tươi Canada Nguyên Chất túi 1kg ( Nguyên Hạt )	yen-mach-tuoi-canada-nguyen-chat-tui-1kg-nguyen-hat-p67333093	yen-mach-tuoi-canada-nguyen-chat-tui-1kg-nguyen-hat-p67333093.html?spid=67333094	simple	"
Nguyên liệu: 100% Nhập Khẩu Yến Mạch Từ Canada
Thương hiệu: MFOOD VIỆT NAM
HSD: tháng 12/2022
Tất cả sản phẩm của thương hiệu MFOOD đều được cam kết chính hãng bảo hành từng hạt.
Sản phẩm được cam..."	55000	75000	20000	27	4.7	140	0	https://salt.tikicdn.com/cache/280x280/ts/product/34/a6/38/9ed66d3d6e37cbf9c817a8239b66425b.jpg	Bách Hóa Online	"{""id"": 6548, ""name"": ""Hạt, củ, quả khô"", ""is_leaf"": true}"
26	73282190	1Kg Nhân Hạt Bí Xanh Nhập Khẩu Cao Cấp Thương Hiệu SK FOOD 	1kg-nhan-hat-bi-xanh-nhap-khau-cao-cap-thuong-hieu-sk-food-p73282190	1kg-nhan-hat-bi-xanh-nhap-khau-cao-cap-thuong-hieu-sk-food-p73282190.html?spid=73282191	simple	"
CÔNG DỤNG CỦA NHÂN HẠT BÍ
Bổ sung năng lượng cho cơ thể:
Hạt bí giàu chất magie, chỉ cần 1/4 chén hạtbí có thể cung cấp gần 1/2 lượng magie cần thiết cho cơ thể trong ngày. Magiecó nhiều chức năng..."	145000	250000	105000	42	4.7	90	0	https://salt.tikicdn.com/cache/280x280/ts/product/b7/78/0a/150b4b93ba1e7d966f18050f4966310f.jpg	Bách Hóa Online	"{""id"": 6548, ""name"": ""Hạt, củ, quả khô"", ""is_leaf"": true}"
27	88909449	[Combo 2 Hũ] Mực Sợi Hấp Nước Dừa Ngọt Thơm - Tổng 400G	combo-2-hu-muc-soi-hap-nuoc-dua-ngot-thom-tong-400g-p88909449	combo-2-hu-muc-soi-hap-nuoc-dua-ngot-thom-tong-400g-p88909449.html?spid=88909451	simple	"Xuất xứ : Việt Nam. Ngày sản xuất: In trên bao bì
Hạn sử dụng: 12 tháng kể từ ngày sản xuất
Trọng lượng: In trên bao bì
Sản phẩm có giấy chứng nhận an toàn vệ sinh thực phẩm.
Hướng dẫn..."	109000	221000	112000	51	4.6	53	0	https://salt.tikicdn.com/cache/280x280/ts/product/61/5e/90/4735d981cfb4ab6bfba4f548c4be7ecb.jpg	Bách Hóa Online	"{""id"": 4420, ""name"": ""Thực phẩm ăn liền"", ""is_leaf"": true}"
28	42116117	COMBO SIÊU TIẾT KIỆM - 1 Hũ Hạt Hạnh Nhân DK Harvest 250g + 1 Hũ Hạt Óc Chó DK Harvest 200g	combo-hat-hanh-nhan-250g-nhan-hat-oc-cho-200g-p42116117	combo-hat-hanh-nhan-250g-nhan-hat-oc-cho-200g-p42116117.html?spid=42116118	simple	"SHOP LUÔN BÁN NHỮNG SẢN PHẨM CHẤT LƯỢNG NHẤT VỚI GIÁ CẢ PHÙ HỢP NHẤT.
&gt;&gt;&gt; Tất cả các sản phẩm của DK Harvest đều được kiểm nghiệm tại Trung tâm phân tích Công nghệ cao, đạt tiêu chuẩn chất..."	179000	279000	100000	36	4.7	526	0	https://salt.tikicdn.com/cache/280x280/ts/product/17/01/6e/1c3d636d74b65cf0bc0b357efe125b2e.png	Bách Hóa Online	"{""id"": 4384, ""name"": ""Bách Hóa Online"", ""is_leaf"": false}"
29	88914848	Cơm cháy mắm ớt mỡ hành giòn ngon - Bịch 3 Miếng	com-chay-mam-ot-mo-hanh-gion-ngon-bich-3-mieng-p88914848	com-chay-mam-ot-mo-hanh-gion-ngon-bich-3-mieng-p88914848.html?spid=88914849	simple	"Xuất xứ : Việt Nam. Ngày sản xuất: In trên bao bì
Hạn sử dụng: 6 tháng
Trọng lượng: In trên bao bì
Sản phẩm có giấy chứng nhận an toàn vệ sinh thực phẩm.
Hướng dẫn sử dụng: Dùng..."	25000	45500	20500	45	3.8	65	0	https://salt.tikicdn.com/cache/280x280/ts/product/a9/d4/4c/7fca6dd946ff022c74deebdc2e214d08.jpg	Bách Hóa Online	"{""id"": 4420, ""name"": ""Thực phẩm ăn liền"", ""is_leaf"": true}"
30	534727	Thùng 24 Gói Miến Phú Hương Hương Vị Lẩu Thái Tôm Acecook	thung-24-goi-mien-phu-huong-huong-vi-lau-thai-tom-acecook-p534727	thung-24-goi-mien-phu-huong-huong-vi-lau-thai-tom-acecook-p534727.html	simple	Thùng 24 Gói Miến Gói Phú Hương Hương Vị Lẩu Thái Tôm Acecook  được chế biến từ những thành phần chọn lọc, an toàn nhất, sẽ mang đến cho bạn bát miến dai ngon, hương vị lẩu thái tôm đặc biệt hấp dẫn....	214100	242000	27900	12	4.6	28	0	https://salt.tikicdn.com/cache/280x280/ts/product/eb/8e/9c/973e1d608b84be960f5cfdbc03308388.jpg	Bách Hóa Online	"{""id"": 4384, ""name"": ""Bách Hóa Online"", ""is_leaf"": false}"
31	2904963	Gạo lứt đỏ hữu cơ cao cấp - ECOBA Huyết Rồng 1kg - Cơm mềm dễ ăn - Gạo lứt ăn kiêng	gao-lut-do-huu-co-ecoba-huyet-rong-bo-mau-com-mem-de-an-1kg-p2904963	gao-lut-do-huu-co-ecoba-huyet-rong-bo-mau-com-mem-de-an-1kg-p2904963.html?spid=2904965	simple	"MÓN QUÀ THIÊN NHIÊN GIÚP TĂNG CƯỜNG SỨC KHỎE
      Gạo lứt chỉ tốt khi sạch. Trong nhiều thập kỷ, nông nghiệp Việt Nam quá tập trung vào sản lượng. Dẫn đến ô nhiễm môi trường, chất lượng gạo kém và..."	105000	107100	2100	2	4.6	156	0	https://salt.tikicdn.com/cache/280x280/ts/product/90/49/74/f16ac0ae1a94085f8aee0a084687d8fd.jpg	Bách Hóa Online	"{""id"": 4384, ""name"": ""Bách Hóa Online"", ""is_leaf"": false}"
32	53519717	Thùng 24 Ly Mì Hảo Hảo Handy Hương Vị Tôm Chua Cay	thung-24-ly-mi-hao-hao-handy-huong-vi-tom-chua-cay-p53519717	thung-24-ly-mi-hao-hao-handy-huong-vi-tom-chua-cay-p53519717.html?spid=72680974	simple	Thùng 24 Ly Mì Hảo Hảo Handy Hương Vị Tôm Chua Cay&nbsp;được làm từ những nguyên liệu chọn lọc, tạo nên sợi mì dai, bóng mượt và nước súp thơm ngon, hấp dẫn, sẵn sàng phụ vụ nhu cầu ăn uống của bạn...	187000	230000	43000	19	5.0	14	0	https://salt.tikicdn.com/cache/280x280/ts/product/8c/ec/54/d316cffcf3fea0f0d7e4b972df7502b3.jpg	Bách Hóa Online	"{""id"": 4420, ""name"": ""Thực phẩm ăn liền"", ""is_leaf"": true}"
33	1075752	Lương Khô Bay - Công Ty Cổ Phần 22 (1000g)	luong-kho-bay-cong-ty-co-phan-22-1000g-p1075752	luong-kho-bay-cong-ty-co-phan-22-1000g-p1075752.html?spid=1075780	simple	"
Lương Kh&ocirc; Bay - C&ocirc;ng Ty Cổ Phần 22 (1000g)&nbsp;với lợi &iacute;ch nhanh gọn, bổ rẻ n&ecirc;n rất thuận tiện l&uacute;c đi xa, bận rộn, &iacute;t thời gian m&agrave; cần ăn nhanh..."	105000	105000	0	0	4.6	235	0	https://salt.tikicdn.com/cache/280x280/ts/product/30/22/d1/900009223eb880d68e8409d8506021dc.jpg	Bách Hóa Online	"{""id"": 4384, ""name"": ""Bách Hóa Online"", ""is_leaf"": false}"
34	8083719	Gạo Nhật Cao Cấp Taiyo - Dẻo Nhiều (5kg)	gao-nhat-cao-cap-taiyo-deo-nhieu-5kg-p8083719	gao-nhat-cao-cap-taiyo-deo-nhieu-5kg-p8083719.html?spid=8083720	simple	"Gạo Nhật Taiyo Là giống gạo Nhật cao cấp được gieo trồng trên mảnh đất phù sa màu mỡ của đồng bằng sông Cửu Long tại Việt Nam.
Cơm nấu lên rất dẻo, có độ dai, hạt cơm mềm, vị ngọt đậm đà, mùi thơm tự..."	119000	120000	1000	1	4.2	109	0	https://salt.tikicdn.com/cache/280x280/ts/product/78/73/c2/5363e1b9ecaadf393f87e069cbce2bbb.jpg	Bách Hóa Online	"{""id"": 8292, ""name"": ""Gạo, nếp"", ""is_leaf"": true}"
35	55556648	Dừa Sấy Bến Tre TETE 500 gram	dua-say-ben-tre-tete-500-gram-p55556648	dua-say-ben-tre-tete-500-gram-p55556648.html?spid=55556649	simple	"




"	55000	169000	114000	67	4.3	148	0	https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/c4/6f/8f/4c9a9fc80753b5b07b14751a5c5e4e18.jpg	Bách Hóa Online	"{""id"": 4384, ""name"": ""Bách Hóa Online"", ""is_leaf"": false}"
36	62012881	Bắp Mỹ Rang Bơ, Bắp Nỗ Rạp Chiếu Phim TETE Food	bap-my-rang-bo-bap-no-rap-chieu-phim-tete-food-p62012881	bap-my-rang-bo-bap-no-rap-chieu-phim-tete-food-p62012881.html?spid=62012882	simple	"

 




"	59000	99000	40000	40	4.7	175	0	https://salt.tikicdn.com/cache/280x280/ts/product/74/10/95/6f5f427793ae11715c717cd43c6ad7ac.jpg	Bách Hóa Online	"{""id"": 6548, ""name"": ""Hạt, củ, quả khô"", ""is_leaf"": true}"
